comment,sentiment
"Definitely an early sign of what was to come.: First off, a quote from an earlier reviewer: ""Poor Stanley. He got stuck with a pretty lame script for this one."" Funny. You see--and I'm not making this up--KUBRICK WROTE THE SCREENPLAY!!! Moving on. This was an enjoyable, if flawed, film, with some great scenes . . . and some real duds. The direction is great (obviously), and the acting is, even at its worst, passable, but the story is lacking in inspiration. Still, pretty damn good for a director's second feature-length film.",1
Kubrick fan: this movie didn't really provide a good story line or plot....I was very disappointed with it. No surprises here I was expecting more,0
A great CD about crime back in the 1950's.: An interesting movie about crime back in the sixties and the actors in the movie do very well with the script.,1
"Wonderful music: I heard this music at a recent concert and remembered it fondly from music classes at college. First thing on getting home I ordered from Amazon and was very pleased with the service. Ravel was a most interesting composer. The Mother Goose Suite is my favorite with it's beauty and whimsey and almost heavenly final piece. There were many choices as to orchestras, and I'm pleased with the Berlin Radio Symphony orchestra rendition I chose.",1
"windshield cover: It works great to keep frost, ice, and/or snow off the windshield. It is easy to use and covers the windshield completely. The only thing that could be improved is the suction cups; they don't stick to the inside of the windshield when it is cold.",1
"Keeps the Snow and Ice Off!: Well worth the money. This product works just great. I have used it a few times and it does exactly what it promises. I have a mid-size SUV and it covers the windshield with plenty of material to spare. My guess it would have no problem covering a full size SUV window.I do recommend that you secure the bottom with your wiper blades. It seems like it could have a tendency to get whipped around if it was really windy out. It was a bit of a challenge fighting the wind trying to get this on. But once you know the wind direction, just secure the up-wind side onto your windshield with the wiper blade and inside the car door and it becomes much easier.",1
"Worth the money: For the price, this product works pretty well to keep the snow and ice off your windshield. The downsides are that it is pretty large (and easier to put on with 2 people), seems subject to tearing, and you have to remember to actually put it on! But it is serving the purpose so far!",1
"Not Jumbo: This was supposed to be a ""jumbo"" sized windshield cover, intended to cover up larger van windows. The picture even shows a woman putting the cover on her van window. When we got it, we tried it on the van and it did not cover any more than the standard windshield cover we already had. Comparing the size to our standard cover, it was a hair larger, but it still did not cover the entire windshield as described. Also the quality was poor. I could have just bought a piece of plastic tarp and cut it to fit the windshield and I would have had something better. I returned it to Amazon.",0
"Jumbo is a joke: Jumbo to me means that it should fit on a Lumina Van windshield nicely but it doesn't. It would be a great product if it were bigger. First of all when on the Lumina APV windshield, there is about 4 to 6 inches on the top and the bottom that doesn't even get covered. And for the length...it's not even long enough to suction cup to the inside of the windshield. I have to just put one end in the door and shut it and pull the other end and try to tighten the slack out of it and shut the door without smashing my fingers. It works where it is covered though. The suction cups that come with it stink. They don't work when cold, so just go to walmart and buy the medium sized suction cups with hook (3 to a pack) and remove the hooks and put those on. They work much better.",0
"Good Information Though an older book: The cover on the book that I have is much different than the one pictured. The one I have is dated 1995, so it is much older, but still has very valuable information in it though some of it is outdated to say the least. I don't know if an updated version would have more up to date statistics in it, but the nutritional information presented is still quite valid.",1
"pretty, comfortable, and low maintenance: These are very pretty lace, but they stay put, and really are one size fits most. I throw them in the gentle wash and low temp dry, heck with the hand washing business. These are convenient, I would buy them again.",1
"One Size Does NOT Fit ""All""...: I have loved my HP's in the past. I had numerous pairs and wore them often. I bought the big 5 pack because they were so great. I am 5'5"" and 125 lbs and they are just rotten baggy...ugh, what a pain in the neck -- going to have to send these back...why in the world they don't offer sizes is beyond me...",0
Absolutely Love these Thongs: It is like these thongs are not even made of material at all...invisible to touch...great underneath clothing and very easy to care for - DO NOT DRY!!!,1
best thong ever!: originally got hooked on this because of an article i read in the wall street journal claiming that the two women who started this company were revolutionizing thong panties... and boy did they! by far the most comfortable thong ever! they sit low on hips and come in every color imaginable!!,1
"Love these, so comfy: Feel like they are arely there. So comfy, I will be buying more. I can even wear through my pregnancy",1
"LOVE MY HANKY PANKY!!: Have been wearing thong panties forever but was getting ready to change to boy shorts because I couldn't find a comfortable thong. Read about these panties on Yahoo News, checked out the reviews on Amazon, ordered 2 pairs and LOVE THEM!! They really are the most comfortable panties ever and so well made!! They are a little expensive, but for some things, you really do get what you pay for!!! I want a comfortable thong panty and have no problem paying $20/pair for just that!!! I LOVE THESE PANTIES and am going to order more.",1
"Imperanon: Here we have Imperanon's, first full-length album, Stained. Imperanon is a melodic-death metal band from Finland. They have a standard, run-of-the-mill Finnish sound, but add in a neo-classical twist; much like Children of Bodom's older releases. The guitar riffing is very noodlely and power metal-esque. Fast pace solos and well thought out melodies. The vocals are much like Petri Lindroos', as a matter of fact, the singer from Imperanon just replaced Petri in Norther. There are also a couple of guest appearances from which add to the power metal sound. The Keyboards are also well heard and stand out, and there is a lot of variation with them as well. The rhythm section is spot on melodic death metal at its finest. It is a worthy release and if your into COB or Finnish metal, neo-classical, and anything with virtuoso playing i would defiantly recommend this album.",1
"awesome: this cd is awesome. Imperanon are yet another badass band to come out of Finland. Their sound is very similiar to Children of Bodom, Kalmah, and Norther. If you like those bands, you'll like them. Buy it, you won't regret it.",1
Must have item for Windows 95 users: This was a delight to use and as a bonus you can recharge the pda while doing hot sync operations. Very well made. You will not be disappointed.,1
Great live versions of tunes from my favorite solo album: I really feel like 'The Old Kit Bag' is perhaps RT strongest solo album in the last 10 years. Most of the tracks on Ducknapped are live versions of songs from that album and they are excellent. I really like the tune 'Bank Vault in Heaven' it has some tremendous guitar solos that are worth the price of the album.,1
"not what is pictured: I didn't mind what I received. It was a wooden letter. I just don't know why a different ornament is pictured. I wanted to return them since I bought a bunch for my daughter and other relatives for Christmas but it was less than 2 dollars, i figured what the heck. Put the right picture of the product you are selling please!",0
"A TRULY AWSOME EPIC.: This has to be one of the most incredible albums I have ever heard.The Beatles have been reinvented, and someone listening to the Beatles for the first time ever or for longtime fans will talk about this album for decades.I am also one who would like to see the entire Beatles library redone by the Martins.YOU MUST GET THIS CD. I also want to go to Las Vegas to see the show!",1
"Mix Master: I bought this album because I saw the show in Vegas. Though not a Beatles fanatic, I have always appreciated their music. However, the show and this album do make you recognize thier musical genius. By blending tracks from their earliest pieces to those of their later works, you can see how they created a body of work that has never been rivaled. They transitioned from genre to genre as their music evolved from simple pop and rock and roll to more complex lyrics with social messages and mealodies that incorporated tones from around the globe. While other compilations tend to walk you through time and memories, this album pushes you listen to the Beatles work in a whole new way.",1
"Fabulous: I just finished listening to it for the first time in the car on the way to work. I was blown away by the how fresh and new the songs are and yet retain all of there original luster. Amazing job done by the Martin father and son team. Face it who else could take the most important and influential music of my generation and move it to another level. I was concerned from reading some of the reviews and articles that this may adulterate the music that provided me with 40 years of enjoyment. Not so, BUY THIS CD! Not just another repackaging of the same songs. Should be a stocking stuffer for every baby boomer.",1
"eerie and wonderful: This album brings the Beatles back to old fans and new listeners in very unexpected ways. The remixed music is rich and nuanced; the juxtaposed pieces are effective and moving. ""Love"" has given my household great pleasure, but also the eerie sense of John's and George's living presence.",1
"diggin it: got this for my Mom, sister-in-law and myself ......... we're all enjoying it. Can't get much better then the Beatles and love!",1
"It's a Soundtrack, Stupid: I bought this CD/DVD-A for something to play in my new car's 5.1 Surround Sound system. It lives up to all expectations: entertaining, high quality sound, and it beats the demo DVD-A that came with the car.This is not a ""best of"" Beatles music; it's a soundtrack of Cirque du Soleil's ""Love""...a show (at the Mirage, Las Vegas) built around a montage of Beatles songs. There aren't many early Beatles songs here; they don't fit the Cirque format (if you've ever seen a Cirque de Solei show, you know what I mean) or the 5.1 format (many were recorded in mono).I haven't listened to the stereo CD version since I bought it specifically for the 5.1 format. But based on its content, I wouldn't recommend this CD/DVD-A except for the novelty of the 5.1 playback or for someone who wants to relive the show itself.And, finally, buy the mono box set if you are just looking for Beatles music!",1
"Great remix of Beatles music.: I'm a huge Beatles fan (as my screen name suggests!), and I refused to listen to this CD until now. I'm a purist when it comes to the Beatles -- no covers, no remixes, no muzak arrangements, no alt-rock interpretations, thankyouverymuch. Just the originals. But my curiosity finally got the best of me, so I ordered a copy (truth be told, I just wanted to bring my order amount up to the free shipping minimum), and now I regret I didn't buy this sooner. George and Giles Martin have done a fantastic job remixing these Beatles classics. There are some really interesting pairings -- pieces of ""Drive My Car"" coupled with ""The Word?"" And it works -- beautifully. It will never take the place of the originals for me -- I don't think George Martin intended it to -- but for me, it was almost like hearing the music again -- for the first time. I love this CD.",1
"Great Re-mix!: Sonically the album was great, was amazing to hear songs of my youth sounding so different but still fresh with Beatles energy. Even the new cuts were great given two of the band members have passed away. This music will never get old and future generations are feeling the same as we did originally in the 60's. My Son loves this music and shares the same joy I do when we listen together.",1
"""LOVE"" ain't all we need....: This is really just a one-listen curio dolled-up as ""Beatles Lite: For Lovers"", aimed squarley at The SoccerMom and DiaperDad set. What Sir George needs to do NOW, however, is stop the AdultContempo naval-gazing (nothin' but lint, pal), and drop dem straight remasters of the Beatles Canon, poste-haste. Dig?",0
Stars on 45?: By all means try to get the best quality out of these recordings but why mix two or more songs together into a pointless medly.This is only slightly better than Stars on 45.,0
"beatles fans stay away: I was excited for this album a little skeptical but excited the las vegas show is a great idea. The music would be great in the show, not so much to listen too. Most of the songs could be made by a 10 year old slowing and speeding up the tracks on a computer and adding a guitar riff here and there. The song titles are not telling the truth for example blackbird/yesterday, i thought that could be cool, my kids love the black bird song, 6 seconds of the guitar from blackbird than yesterday starts. There is not 26 songs here some are just plain noise with a 10 second guitar riff. If you do not like the beatles alot or are heavily into acid and shrooms this might be a good buy for you.",0
Beatle Fan: This is a wonderful remaster of the Beatles recordings. This is the same soundtrack used at the Cir De Solei Show at the Mirage Hotel in Las Vegas. We were surprised with a live stage show of Paul McCartney and Ringo Starr. Great show and great music.,1
The Best Of The Beatles: This is the best Beatles Music i have heard.The Audio is fantastic and the music selection is awesome!!!Every Beatles fan should hear this great song fest.Buy this album NOW!!!!,1
"At least the better new Beatles release: I cringe with fear the so-called new Beatles releases that pour out every Xmas. Anthology was a mix match of gems and also rejected stuff. The BBC anthology was so so. Like Elvis, the Beatles is the most recycled group ever.I like this one. Although there is technically nothing new hear, the remixes give the Beatles, a fresh new Moulin Rogue sound. The recordings sound fresh and not old.If Elvis can be remixed for the dance floor, some clever guy at EMI should do it. Allons-y!",1
"The Beatles LOVE CD: A fellow Beatles fan told me about this disc. I thought it was just another compilation of previously released material, but it's a whole lot more than that! It's a joining together of the Beatles songs and musical passages into a unique theatrical-type program which is extremely enjoyable in its concept and also sounds cleaner with better fidelity. I suspect some first generation master tapes were utilized. If you love the Beatles, you'll probably flip over this baby! If you're not sure if you love the Beatles, this well-produced and conceived CD will convert you completely. George Martin did a wonderful job and I'll bet it was a labor of love....The Beatles LOVE rules!",1
"the point??: Being an avid Beatles listener, I was curious about what this would sound like when it came out. Let's just say that the version of While My Guitar Gently Weeps is nice. Other than that, I see nothing unique about Love other than a haphazard combination of random songs and studio [...]. Can anyone explain the actual point of this album??",0
Terrific: A little bit of everything. More than a greatest hits Cd. The transisitions between songs are edgy. This is pure Beatles with a modern spin.,1
"Beatles Extravaganza: Simply stated, this album is remarkable. As the liner notes attest, the sound reflects the extraordinary talent of a ""young band"" that merely changed the world. With an articulate and masterful touch from George and Giles Martin, the mixing of so many outstanding Beatles songs into such a cohesive ""set"" leads you to believe you are listening to a magnificent new body of work from the group. A fresh and amazing approach to songs that have filled my life for the past 40 plus years.",1
"Don't believe the hype.: This CD is not the fantastic, crazy mash-up we've all been waiting for. I eagerly picked this up, thinking somebody had done something weird and wonderful with all those classic tunes, and honestly I couldn't tell the difference in probably half the songs. Sure, maybe some lyrics are slightly different, maybe the music has been moved around, but most of these tracks could be outtakes from the original sessions. Either the mixer isn't all that creative or they just didn't take the time.There's a brilliant mash-up Beatles CD lurking somewhere in the future. This, unfortunately, isn't it.",0
"Love - The Beatles: One man's opinion, so please take it as such. I grew up with the Beatles, and as a avid fan of the Beatles I can appreciate their music in almost any format, however . . . If you appreciate the genius and artisty of the Beatles, and can never seem to get enough, get yourself the real thing in its original form. If you appreciate show tunes, get yourself show tunes. Love is a mixture of both, and in my opinion fails at both. I never thought I'd think it, let alone express it, but this is a blatant attempt to exploit Beatle music in order to make a few more bucks. As a collection of bits and pieces of Beatles music that was perfect in the original, but remixed here to give it a new look, it fails miserably. Do what you want, but given a second chance, I would avoid it.",0
"I didn't LOVE this album: I'm sure the idea of having George Martin and his son Giles re-mix the Beatles's songs must have sounded very appealing to the remaining Beatles, their wives and the record company. However, this idea never lives up to its promise. The transition mixes are a jumble of sounds that scramble one style period to the next. The ""Benefit of Mr. Kite/I Want You/Helter Skelter"" stands out as especially bad. The acoustic version of ""While My Guitar Gently Weeps"" starts as a potential highlight of the album, only to be ruined by the weepy string arrangement of George Martin, who said he was apprehensive about doing it. The Beatles songs are great, but there is no flow in this album and the transitions and selections from one song to the next are jarring. I liked the music but did not LOVE this album.",0
"Great Compilation: This is a great compilation if you are looking for a little bit of everything from the Beatles. A huge Beatles fan friend of mine recommended it to me, and I'm really glad I purchased it. A good mixture from the beginning of their career through the end with a nice mix of upbeat and more mellow tunes. Highly recommended.",1
"Great CD with cool new versions: When I saw the CD it stated that there were new remixed versions by George Martin. That was enough to make me bite and purchase the CD brand new which is something I never do.I really enjoyed it. Several songs didn't sound like there were many changes to them - perhaps there weren't. However the song that were ""combined"" were very clever and worked for me. The different version of Strawberry Fields is a favorite. George's acoustic version of ""While My guitar gently weeps"" is absolutely awesome. In my opinion that song could be re-released today as a new single.For the die-hard fans who don't want the originals ""messed with"", consider the fact that it is George Martin doing it. That should be reason enough to appreciate it. Either way, I am a HUGE HUGE Beatles fan and I thoroughly enjoy this CD and would recommend it to others.",1
"An Orgasm for the Ears: This was an experience, an orgasm for the ears. I was a bit skeptic about it, thinking it would be like those awful jazz albums with a techno beat. This was far from that and far from awful. I was amazed by how new this sounded. I really felt like The Beatles themselves had recorded this today. I really felt the spirit of the music.I can't say enough good things about this album, except that it made me happy. That is the feeling you get from 'Love' and you can feel it when you are sitting there, submerged in 5.1 surround sound. Brilliant, absolutely Brilliant.",1
"A new take on the Beatles: I love the Beatles but I was getting bored hearing the same songs for the last 35 years. This is the same Beatle music but all mixed together in a fresh, new way with alot of energy. It was all familiar yet new at the same time. Really well done!",1
"Not your typical mop top tribute: No, this album is for the true Beatle fan and celebrates their creativity and innovation rather than their successes. Sure you will get your ""Hey Jude"" and ""Yesterday"", but you also get some of the more obscure tunes like ""Within you and Without You"" mashed with the bass from ""Tomorrow Never Knows"". There are so many small things added (or taken away) from the songs and it's done so skillfully by George Martin and his son that they are sometimes difficult to detect. One of my favorites is the addition of Paul screaming from ""Helter Skelter"" combined with the heavy guitar from ""She's so Heavy"" being added to the end of ""Mr. Kite"". Awesome mash album for the true Beatles fan. If you're expecting a greatest hits album, look elsewhere.",1
Sorry me! Poor me! I bought it.... This is not worth a penny.. ok maybe one: I'm a huge Beatles Fan.... I grew up singing their songs while in the car with my mom. This CD might sound great on stage with Cirque du Soleil but at work at my desk it really sucks... give me the real songs full lenght and original. This mish mash of sound has nothing but made me want to hold to my old cds..Great songs in this CD but terrible mix...,0
"Very deciving describtion: This is not the Beatles, it is a CD made for ""Cirque do Soleil"" it shoudn't be presented as a Beatles CD because the buyer will expect the songs as they heard them originally, not in this form",0
"The Beatles are great --- and you can make your own mix!: Dear All,I love the Beatles. We all know at certain times love songs hurt and we wish we could sail away on the Yellow Subarmine ,our answer being LET IT BE, and we IMAGINE for a day to get better. We are beyond TRYING TO WORK IT OUT<I DONT SEE IT YOUR WAY etc. This is why I say buy the Beatles from Amazon of course, in the original recordings. Download them to your IPOD or other freiendly MP3 player aand make your own song list or more than one to meat the needs of all of your moods and passions. You should hear my 75 song Christmas play list, a marvel and a joy to have. Joy to the world, make your own. My other playlists all serve a purpose and if I have no purpose I can always hit the shuffle and be suprised!",1
"Fraud: This sells looks like DVD movie and CD music, but the reality is that both are the same, the DVD is not the movie nor even have fotos , just the picture of the cover and the same music that already have the CD. They should put an advice that the DVD is just the same music and have no images.",0
"DVD has no video: The DVD shows the album cover and apparently has no video, just the music in a different surround sound format. Disappointing.JH",0
"Noisy: Listening to this new production of the old songs helped me realize that all that background noise the Beatles added as the years went on didn't help my enjoyment. I just put up with it. But this album is all about that background cacophony. I can understand why a record producer might get off on adding all that sound to ""deepen"" and ""broaden"" the sound, but I'm just a working stiff who likes the Beatles. I listened once, and then never again.",0
"NOT THE REAL BEATLES: Impressionist group - not bad, BUT when you are expecting the REAL BEATLES, it doesn't compare.AMAZON needs to make it clear UP FRONT that this is an impressionist group.",0
"It's pretty bad: They finally release The Beatles in a High Fidelity format and what do we get a Megamix.....snippets of Beatle songs. For a lot of you DJ's out there you know how we hate Megamixes. Come on Apple Records, EMI, Parlophone whoever has the power, do it while we are still alive. The Beatles in it's true form on DVD-Audio, DTS ...... that would be amazing.",0
"Martin adds his greasy thumbprint. Why????: Okay- The scene(albeit fictitous)is a graveyard. Dr. Martinstein and son Giles dig up the graves of John and George, open their caskets, and ask permission to completely 'mess' with their completed works. 'They didnt say 'no'!' is Martin's decision, closing the lids! Thus this product. Okay, clever, well done, great sound (yawn), but WHY??????????????This is akin to cutting up family photographs just to insert one's own face. I think it's abysmal, if only for intent. Why Ringo and Paul would ever sanction this is a mystery to me. I got it for Christmas, but it'll most likely end up on ebay, as i aint gonna open it!",0
save your money: When I bought this cd (from Barnes and Noble) i thought to myself this is going to be great listenting. What is it? songs sung by the beatles that sound like they're high or stoned or whatever. Most of the songs are awful there are only two I liked. Please don't waste your money.,0
Love/refund: I returned this item weeks ago and still have not received a refund. I am really not happy with your service right now.,0
"DESERVES NO STARS WHATSOEVER: It seems in the state of California [and perhaps nationwide] you can not return a CD, due to copyright laws, even when it's deceptively packaged.In the retail store [I knew I should have previewed it on Amazon] you have absolutely no indication that this is not really a Beatle's recording. It was not until I opened it and listened to it and had access to the INSIDE of the jewel case, and voila, the true nature of this CD's origins are made clear - it is a horrible mishmash of sounds and lyrics and junk. I explained my dilemma to the Target customer service rep, but I had no recourse. I hate this CD and no one should waste this kind of $ to purchase it - I could have spent my $15 on Magical Mystery Tour. Lesson learned: Always check with Amazon before buying a product you're unfamiliar with.",0
"How about something for REAL fans, like a DVD-A or SACD of Abbey Road for instance?: When will EMI get off their duff and give us surround mixes of the later albums (the ones that were done in at least 4-track)? Or maybe go back to the original tapes and press some nice vinyl. This album is an insult.",0
Great Album: A wonderful new way to listen to the Beatles. Martin is masterful in his blending of Beatles songs. This is a must have for any Beatles fan!,1
"Definitely worth buying...: Pick up some really good headphones while you're at it (trust me..). It's impossible to pick out all of the subtle samples from Beatle songs as they are sprinkled here and there. Some are very obvious but a lot of the time you find yourself going 'I know that, but I don't know where I know it from; what song is that??'. I think that was the idea.There was a bit of a wtf moment when I popped in the DVD and was disappointed to see the logo on my screen with just the music playing in the background. It would have been better to have some kind of images or SOMETHING rather than just staring at the stupid logo.",1
"an irritating mess: First of all, I love a good mashup. DJ Dangermouse did a great job combining the Beatles and Jay-Z. But nobody should get away with taking existing perfection and trying to make it ""slicker"". George Martin had to have known on some level this was a pander to far. To hear the start of a song you have always loved, then hear it has been monkeyed with for a new cash grab by the label is putrid.",0
"AHHHH: What can I say? Beatles, LOVE, remastered for Cirque du Soleil, and a fantastic buy! Enjoy enjoy enjoy. It's not like the tracks you are used to.",1
"Tantalizing mashings of original Beatles songs: First, I've been a Beatles fan since I was 14 in 1964, watched all their live performances on the Ed Sulllivan Show, and attended their two concerts Seattle, Washington. Second, do not buy this album if you expect to hear Beatles songs as originally produced and released. It's not the album for you, and you will be disappointed. But, third, do buy this album if you want to hear Beatles songs mixed and mashed lovingly in unique ways. The production is by orignal Beatles producer George Martin and his son, and they know what they're doing--with the approval of the Beatles and their families.",1
"An unforgettable listening experience: ""Love"" is not just another Beatles album, it is an unforgettable listening experience. This is as close as we will ever get to a new Beatles recording. I wish I had a way to contact Sir George Martin and Giles Martin. I would like to personally thank them for what they have done. Every time I listen to this ""Love"" I feel like I am 16 years old again.To all the purists who are screaming foul: Paul and Ringo love this CD, so why should anyone else complain? If you don't like it, don't listen to it.",1
"Pause for thought!: Well, the fans are really divided about this one. As a lifelong Beatles fan I have to say that I think it's worth $10 of anyone's money, but it will mean more to people who appreciate the Beatles significance in the history of popular music. What struck me most about this CD was the incredible improvement in sound quality over previous releases - for example, the bass lines are so clear but so are all the other instruments and voices. If nothing else it gets you thinking and wondering what the Beatles would have sounded like if they had had today's sound recording and reproduction technology all those years ago. They couldn't improve on the quality of the songs themselves - just the way they were recorded and reproduced. And that is what 'Love' does so well!",1
"Love It: An excellent compilation and remixing of the Beatle's canon. Fresh takes on still-fresh compositions. No group has ever approached the consistently high standards of The Boys, except for perhaps George Martin himself, who's input and taste underpin this collection. A must-have for the Beatles fan of any age or degree of devotion. It's, uh, Fab!",1
"Love That Mash Up: I can't decide whether I like this cd or not..but, I have listened to it a lot, so I guess that indicates something favorable about it. By my lights (and ears) Apple has been uneven in its post breakup releases, with the Anthologies marking an especial low point, but Love is probably a must have for those of us who love the Beatles. Just for the record, there's plenty of more incisive Beatles mash ups out there (on bootleg) that mix up Beatles tunes with non-Beatles music (e.g., ""Let it Be"" mashed up with a reggae song). But still, it wouldn't be Christmas without a new release from a band that broke up before your mother was born, would it?",1
"Watch Cirque du Soleil and listen to The Beatles !: If you truly like Beatles' music there's no need to buy this CD (no new music !), instead listen to the original music as it was released in the 60s on vinyl, and, later on, remastered on CD. Use a computer to create your own mixing, and, as I did, add post-Beatles material from each of the Fab Four solo career. Of course, the ""Love"" DVD Audio version offers 5.1 multi channel sound, but, believe me, the vinyl's Mono version is all I need !Buy this CD after you watched Cirque du Soleil's oustanding show to remind you of it. The show - it's the only way to ""watch"" The Beatles now ! Great show, great music - 'will last forever !",1
"That rustling sound in some of the tracks is the money leaving your wallet: I beg to differ. This is a rip-off. The CD remixes may be masterful, but one has the sense that a bright 14 year old with Garageband could do something much like this. Most annoying is the DVD. Expecting old footage, or even something from Cirque du Soleil--after all, the liner notes tell you that that's the premise for this thing? Guess again. There's a single image that remains onscreen for the duration of album, an image that stays before you as you presumably wallow around on your floor marveling at the Surround-sounded remix. You'll laugh, you'll cry, you'll kiss twenty bucks good-bye.",0
Beatles: I don't like the treatment given to the songs. It's better to just buy the regular Beatles number one hits.,0
"Reinventing the ""Wheel and Deal"": The chief question this misguided CD raises is -- why in the world do you try to remix songs that were perfect to begin with? The answer, of course, is that there is a new generation of money-spending boys and girls who can plunk down $25 to hear someone's garbled retake on that perfection. That the ""someone"" in this case was once affiliated with The Beatles does not excuse this money-grubbing, but seems to make it all the more egregious. For God's sake, kids, just get the real thing. This watered down semblance gives you the the wrong idea.",0
"Not what I expected: This CD was not what I expected, the music is not The Beatles, some is , some is not. It's more Broadway than anything.",0
"Unecessary and pointless: This album is a complete waste of space and does not deserve to have been made. I am not going to fight and try and prove just how much I love the Beatles... Too many of us have made such statements to show to our fellow readers that our review is objective and all that jazz... Let's just say that this album is the final nail in the Beatles' coffin... Making sounds with prerecorded music, so that the masses can watch a bunch of talented - but incredibly uninspired - acrobats do pirouettes to this sterile and pathetic muzak, may convince some of us that there is a transcended value to all of this... Don't be fooled!!! There isn't!!! This album is total crap and bringing life to dead matter just doesn't make it any better... Frankenstein failed and so do these people... Free as a Bird wasn't bad enough... What's next, a production of the Rolling Stones Satan's Request? Oops, I've just given them an idea...",0
"Fascinating collage & combination of FABS tunes: The FABS sound great ! George Martin & son Giles created a fascinating combination & collage of Beatle tunes ! The drumming on Tomorrow Never Knows inside Within You Without You, the bass lines on Hey Jude, the trio The Word/What You're Doing/Drive My Car, the beautiful sparce Harrison solo version of his While My Guitar Gently Weeps, the revamped Being for the Benefit of Mister Kite.....the list goes on and on !",1
A feeling of excitement: I listened to the CD and it gave me that feeling I experienced when I first heard Sgt. Pepper or Abbey Road for the first time. That's a good thing! Nobody knows the tracks better nor could have improved them without Sir George Martin at the helm. Give it a spin and feel like a kid again.,1
"With Our Love, We Could Save the World: I can't even begin to tell any Beatles fan how amazing this album, and show, is. After a long 3 years of waiting to turn 21, my man took me to Las Vegas to celebrate. I had only seen one other Cirque du Soleil show before, but was convinced I would like it just because it was set to the wonderful music of The Beatles. Was I ever right!! This show is so moving, mostly in part to the strict care given to the show's ever-important soundtrack, a collection of mostly re-produced Beatles songs (a few remain mostly untouched) produced by four gentleman, including George Martin, the original Beatles producer, and his son. Any Beatles fan will more than rejoice in this loving mix of the Beatles' best. Be sure to purchase this, especially if, like me, you have basically the entire Beatles catalogue. There will never be a truer celebration of the world's greatest rock band. I love you Beatles!",1
"An audio collage indeed: Having virtually every album the Beatles made (that were available in the U.S.), I never had a doubt that they were the best pop musicians in the world. I remember my 70 year old grandmother bouncing to the tune ""Love me do,"" as she was ironing. This album is a type of closure for me, for I grew up with the Beatles. I was 12 when JFK was assassinated (1963), and the world was in a dark hole, mentally and spiritually. Then the Beatles seemed to appear from nowhere. They were like voices from above that reassured us everything was going to be alright, and that ""Love"" truly was the answer. Unfortunately, like other universal themes, its message still escapes humanity, but its nice to know we have a time capsule in this album we can revisit in our own way and appreciate what the Beatles did for us with their obvious talent (ahead of its time) and timeless message.",1
"Great Beatles Remix with Obvious Cirque du Soleil Overtones: If you like Cirque du Soleil, you will love this mixing of classic beatles songs. The album flows really well, but it is obvious that it was rendered for a performance. It seems a bit dark for a beatles album, and especially one titled love, but has some great remixes nonetheless.",1
"Spiced-Up Reprise of Classic Beatle Tunes +: This is a great eclectic re-mix of the best of the Beatles.What the Martins should have done,was re-mix the obscure songs of their portfolio.That would have been true Beatlemania Magick !Yet,no true Beatle fan can disagree with this psychadelic respective from the gem vaults of the music masters,George Martin and Son.Enjoy the new twists on the long and winding road!",1
"Wonderful: This is easily the best album in 30 years (but that's not saying much). If The Beatles were recording today, this is the kind of album they would release. It captures the inventiveness and fun they introduced to music. I do recommend listening through headphones or ripping it to an iPod/MP3 player so you'll catch all the subtle sounds. George Martin and his son Giles have created a masterpiece.To describe myselfL:I'm 55 and have always considered myself a fan, but not a fanatic.",1
"Beatles via Cirque du Soleil: The Beatles / Love: Before I say anything else, you do know that this is a reworking and editing of classic Beatles songs created for a Cirque du Soleil performance, right? I only ask because, apparently (judging from the 1 and 2 star reviews on this page) there are over 80 incredibly dull persons who bought this disk and then complained that this wasn't an `original' Beatles hit disc. Please, if your looking for a greatest hits disc, this is NOT it. Now, as to this George Martin re-imagining of the Beatles songs to fit into this `circus' performance, It's really very entertaining and refreshing. I enjoyed the music very much. Good job Mr. Martin! It's not a masterpiece (as it was created for a circus) but it is worth hearing and owning.Four Stars.",1
"All You Need is Love: Well, not quite. If I hear one more person call this a ""mash up"", I'm going to . . .Simply put, this album rules. Sgt. Pepper was FORTY YEARS AGO this year. I remember vividly getting my first Sgt. Pepper CD at the 20-year anniversary of the record, when CDs were still quite new. I still have it. It felt so vivid, fresh and NEW. Well, I had given up hope that anything Beatles related would ever feel new again. The anthologies were good, but they didn't quite cut it. This record breathes new life yet again into the best rock music ever. Try it out in DTS or DD 5.1. It's the bomb. Before those tapes disintegrate, I hope George or Niles can re-master everything in the catalogue plus anything else decent that has never been released. Hopefully my old ears will still be good enough to appreciate it all.",1
New twist on some classic music: We have known and appreciated the complexity of George Martin's producing for over 40 years. Now we can appreciate the genius of its simplicity. It's almost as if he had this CD in mind when he originally produced this music. I love it and am looking forward to more.,1
"Beatles ""LOVE"": I would have given this product 5 stars because the music composition and arrangement and its correspondence to the Cirque was just phenomenal. I have never heard this type of arrangement before with the Beatles library of music and it was very interesting. I love listening to it. The drawback to this particular product was the DVD portion. If I would have known its content I would have only purchased the CD. The DVD only shows the album cover on your TV screen while you listen to the same music that is on the CD. I thought there would be at least some sort of slide show from the Cirque or something more to the DVD than merely one picture of the album cover and music. I still love the music though.",1
